step,learning_rate
13941,3.1857797942848803e-06
13942,3.186065094626112e-06
13943,3.1863504076121955e-06
13944,3.1866357332415806e-06
13945,3.1869210715126995e-06
13946,3.1872064224240047e-06
13947,3.187491785973925e-06
13948,3.1877771621609025e-06
13949,3.188062550983383e-06
13950,3.188347952439805e-06
13951,3.188633366528605e-06
13952,3.188918793248233e-06
13953,3.189204232597116e-06
13954,3.1894896845737047e-06
13955,3.189775149176435e-06
13956,3.1900606264037453e-06
13957,3.190346116254079e-06
13958,3.1906316187258764e-06
13959,3.1909171338175753e-06
13960,3.1912026615276154e-06
13961,3.191488201854433e-06
13962,3.191773754796476e-06
13963,3.1920593203521795e-06
13964,3.1923448985199782e-06
13965,3.192630489298324e-06
13966,3.192916092685641e-06
13967,3.19320170868038e-06
13968,3.193487337280976e-06
13969,3.1937729784858647e-06
13970,3.194058632293493e-06
13971,3.194344298702295e-06
13972,3.1946299777107094e-06
13973,3.194915669317177e-06
13974,3.1952013735201326e-06
13975,3.19548709031802e-06
13976,3.195772819709277e-06
13977,3.1960585616923407e-06
13978,3.1963443162656495e-06
13979,3.196630083427638e-06
13980,3.1969158631767532e-06
13981,3.1972016555114286e-06
13982,3.1974874604300997e-06
13983,3.197773277931215e-06
13984,3.198059108013198e-06
13985,3.1983449506744976e-06
13986,3.1986308059135488e-06
13987,3.1989166737287844e-06
13988,3.199202554118652e-06
13989,3.1994884470815834e-06
13990,3.199774352616016e-06
13991,3.20006027072039e-06
13992,3.2003462013931375e-06
13993,3.200632144632704e-06
13994,3.2009181004375223e-06
13995,3.2012040688060305e-06
13996,3.201490049736665e-06
13997,3.201776043227861e-06
13998,3.2020620492780615e-06
13999,3.2023480678857015e-06
14000,3.2026340990492124e-06
14001,3.2029201427670433e-06
14002,3.203206199037616e-06
14003,3.2034922678593792e-06
14004,3.203778349230764e-06
14005,3.2040644431502054e-06
14006,3.2043505496161464e-06
14007,3.204636668627023e-06
14008,3.2049228001812626e-06
14009,3.2052089442773098e-06
14010,3.205495100913596e-06
14011,3.205781270088564e-06
14012,3.2060674518006463e-06
14013,3.2063536460482742e-06
14014,3.2066398528298967e-06
14015,3.206926072143934e-06
14016,3.207212303988833e-06
14017,3.207498548363026e-06
14018,3.207784805264946e-06
14019,3.2080710746930345e-06
14020,3.2083573566457283e-06
14021,3.208643651121451e-06
14022,3.20892995811865e-06
14023,3.2092162776357535e-06
14024,3.2095026096712033e-06
14025,3.2097889542234317e-06
14026,3.2100753112908727e-06
14027,3.2103616808719634e-06
14028,3.2106480629651376e-06
14029,3.2109344575688275e-06
14030,3.2112208646814746e-06
14031,3.2115072843015067e-06
14032,3.2117937164273687e-06
14033,3.212080161057486e-06
14034,3.2123666181902933e-06
14035,3.212653087824231e-06
14036,3.212939569957731e-06
14037,3.2132260645892237e-06
14038,3.2135125717171546e-06
14039,3.2137990913399438e-06
14040,3.214085623456036e-06
14041,3.214372168063862e-06
14042,3.2146587251618536e-06
14043,3.214945294748449e-06
14044,3.215231876822081e-06
14045,3.215518471381183e-06
14046,3.2158050784241888e-06
14047,3.2160916979495284e-06
14048,3.216378329955642e-06
14049,3.2166649744409614e-06
14050,3.2169516314039198e-06
14051,3.2172383008429493e-06
14052,3.217524982756481e-06
14053,3.2178116771429553e-06
14054,3.218098384000802e-06
14055,3.21838510332845e-06
14056,3.2186718351243442e-06
14057,3.2189585793869024e-06
14058,3.2192453361145694e-06
14059,3.219532105305774e-06
14060,3.2198188869589457e-06
14061,3.2201056810725243e-06
14062,3.2203924876449386e-06
14063,3.2206793066746224e-06
14064,3.2209661381600087e-06
14065,3.2212529820995246e-06
14066,3.2215398384916106e-06
14067,3.2218267073346956e-06
14068,3.222113588627209e-06
14069,3.2224004823675925e-06
14070,3.2226873885542654e-06
14071,3.22297430718567e-06
14072,3.2232612382602343e-06
14073,3.2235481817763878e-06
14074,3.2238351377325686e-06
14075,3.2241221061272054e-06
14076,3.2244090869587305e-06
14077,3.224696080225574e-06
14078,3.224983085926167e-06
14079,3.2252701040589453e-06
14080,3.2255571346223378e-06
14081,3.2258441776147775e-06
14082,3.2261312330346932e-06
14083,3.2264183008805145e-06
14084,3.2267053811506794e-06
14085,3.226992473843616e-06
14086,3.22727957895775e-06
14087,3.2275666964915253e-06
14088,3.2278538264433583e-06
14089,3.2281409688116897e-06
14090,3.2284281235949474e-06
14091,3.2287152907915585e-06
14092,3.2290024703999603e-06
14093,3.229289662418584e-06
14094,3.2295768668458498e-06
14095,3.2298640836801993e-06
14096,3.2301513129200544e-06
14097,3.2304385545638532e-06
14098,3.230725808610023e-06
14099,3.2310130750569936e-06
14100,3.2313003539031952e-06
14101,3.231587645147058e-06
14102,3.2318749487870085e-06
14103,3.2321622648214844e-06
14104,3.232449593248908e-06
14105,3.2327369340677185e-06
14106,3.2330242872763368e-06
14107,3.2333116528731922e-06
14108,3.233599030856722e-06
14109,3.23388642122535e-06
14110,3.2341738239775047e-06
14111,3.234461239111625e-06
14112,3.2347486666261266e-06
14113,3.2350361065194487e-06
14114,3.2353235587900178e-06
14115,3.2356110234362582e-06
14116,3.2358985004566082e-06
14117,3.2361859898494914e-06
14118,3.2364734916133373e-06
14119,3.236761005746575e-06
14120,3.23704853224763e-06
14121,3.2373360711149386e-06
14122,3.237623622346925e-06
14123,3.2379111859420143e-06
14124,3.238198761898646e-06
14125,3.238486350215234e-06
14126,3.238773950890218e-06
14127,3.239061563922023e-06
14128,3.239349189309073e-06
14129,3.239636827049804e-06
14130,3.23992447714264e-06
14131,3.2402121395860096e-06
14132,3.24049981437834e-06
14133,3.240787501518056e-06
14134,3.2410752010035934e-06
14135,3.2413629128333755e-06
14136,3.241650637005831e-06
14137,3.2419383735193866e-06
14138,3.2422261223724664e-06
14139,3.242513883563506e-06
14140,3.2428016570909282e-06
14141,3.2430894429531577e-06
14142,3.2433772411486323e-06
14143,3.243665051675765e-06
14144,3.2439528745329927e-06
14145,3.244240709718741e-06
14146,3.2445285572314324e-06
14147,3.2448164170695003e-06
14148,3.24510428923137e-06
14149,3.2453921737154656e-06
14150,3.2456800705202155e-06
14151,3.245967979644044e-06
14152,3.246255901085383e-06
14153,3.246543834842657e-06
14154,3.2468317809142912e-06
14155,3.2471197392987133e-06
14156,3.247407709994345e-06
14157,3.2476956929996203e-06
14158,3.247983688312962e-06
14159,3.2482716959327936e-06
14160,3.24855971585755e-06
14161,3.2488477480856436e-06
14162,3.2491357926155128e-06
14163,3.2494238494455776e-06
14164,3.249711918574262e-06
14165,3.2499999999999977e-06
14166,3.250288093721208e-06
14167,3.2505761997363177e-06
14168,3.2508643180437535e-06
14169,3.2511524486419364e-06
14170,3.2514405915292993e-06
14171,3.2517287467042634e-06
14172,3.2520169141652516e-06
14173,3.2523050939106984e-06
14174,3.25259328593902e-06
14175,3.252881490248641e-06
14176,3.253169706837992e-06
14177,3.2534579357054936e-06
14178,3.2537461768495754e-06
14179,3.254034430268663e-06
14180,3.2543226959611717e-06
14181,3.254610973925535e-06
14182,3.2548992641601763e-06
14183,3.2551875666635146e-06
14184,3.255475881433983e-06
14185,3.2557642084700016e-06
14186,3.2560525477699936e-06
14187,3.2563408993323858e-06
14188,3.256629263155597e-06
14189,3.2569176392380597e-06
14190,3.257206027578194e-06
14191,3.257494428174423e-06
14192,3.2577828410251733e-06
14193,3.2580712661288624e-06
14194,3.2583597034839227e-06
14195,3.2586481530887734e-06
14196,3.2589366149418366e-06
14197,3.259225089041546e-06
14198,3.2595135753863094e-06
14199,3.259802073974562e-06
14200,3.2600905848047237e-06
14201,3.2603791078752153e-06
14202,3.2606676431844656e-06
14203,3.260956190730895e-06
14204,3.261244750512926e-06
14205,3.2615333225289835e-06
14206,3.261821906777485e-06
14207,3.262110503256863e-06
14208,3.262399111965534e-06
14209,3.2626877329019233e-06
14210,3.2629763660644515e-06
14211,3.263265011451539e-06
14212,3.2635536690616157e-06
14213,3.2638423388931006e-06
14214,3.264131020944412e-06
14215,3.2644197152139835e-06
14216,3.2647084217002237e-06
14217,3.2649971404015642e-06
14218,3.2652858713164252e-06
14219,3.2655746144432254e-06
14220,3.2658633697803926e-06
14221,3.266152137326346e-06
14222,3.2664409170795074e-06
14223,3.266729709038299e-06
14224,3.2670185132011398e-06
14225,3.2673073295664574e-06
14226,3.2675961581326704e-06
14227,3.267884998898197e-06
14228,3.2681738518614694e-06
14229,3.268462717020895e-06
14230,3.2687515943749064e-06
14231,3.2690404839219208e-06
14232,3.269329385660355e-06
14233,3.269618299588639e-06
14234,3.2699072257051906e-06
14235,3.2701961640084294e-06
14236,3.2704851144967766e-06
14237,3.270774077168651e-06
14238,3.2710630520224804e-06
14239,3.271352039056681e-06
14240,3.2716410382696743e-06
14241,3.271930049659881e-06
14242,3.272219073225717e-06
14243,3.2725081089656123e-06
14244,3.2727971568779824e-06
14245,3.2730862169612444e-06
14246,3.2733752892138296e-06
14247,3.273664373634143e-06
14248,3.2739534702206177e-06
14249,3.274242578971668e-06
14250,3.2745316998857123e-06
14251,3.2748208329611754e-06
14252,3.275109978196481e-06
14253,3.2753991355900346e-06
14254,3.2756883051402687e-06
14255,3.275977486845596e-06
14256,3.276266680704443e-06
14257,3.2765558867152257e-06
14258,3.276845104876363e-06
14259,3.2771343351862753e-06
14260,3.277423577643382e-06
14261,3.2777128322460994e-06
14262,3.2780020989928535e-06
14263,3.278291377882055e-06
14264,3.278580668912136e-06
14265,3.278869972081504e-06
14266,3.279159287388578e-06
14267,3.2794486148317854e-06
14268,3.2797379544095383e-06
14269,3.2800273061202555e-06
14270,3.2803166699623607e-06
14271,3.28060604593427e-06
14272,3.2808954340344018e-06
14273,3.2811848342611757e-06
14274,3.2814742466130043e-06
14275,3.2817636710883156e-06
14276,3.282053107685524e-06
14277,3.282342556403046e-06
14278,3.2826320172393013e-06
14279,3.2829214901927053e-06
14280,3.2832109752616822e-06
14281,3.2835004724446457e-06
14282,3.2837899817400126e-06
14283,3.2840795031462092e-06
14284,3.2843690366616405e-06
14285,3.2846585822847343e-06
14286,3.284948140013905e-06
14287,3.2852377098475664e-06
14288,3.2855272917841443e-06
14289,3.2858168858220507e-06
14290,3.286106491959705e-06
14291,3.286396110195524e-06
14292,3.2866857405279207e-06
14293,3.286975382955321e-06
14294,3.2872650374761367e-06
14295,3.2875547040887865e-06
14296,3.2878443827916865e-06
14297,3.288134073583252e-06
14298,3.2884237764619044e-06
14299,3.288713491426058e-06
14300,3.2890032184741256e-06
14301,3.2892929576045365e-06
14302,3.289582708815692e-06
14303,3.2898724721060186e-06
14304,3.2901622474739304e-06
14305,3.2904520349178393e-06
14306,3.29074183443617e-06
14307,3.2910316460273348e-06
14308,3.29132146968975e-06
14309,3.2916113054218307e-06
14310,3.2919011532219913e-06
14311,3.2921910130886538e-06
14312,3.2924808850202316e-06
14313,3.29277076901514e-06
14314,3.293060665071795e-06
14315,3.2933505731886087e-06
14316,3.2936404933640034e-06
14317,3.293930425596393e-06
14318,3.2942203698841883e-06
14319,3.2945103262258155e-06
14320,3.2948002946196755e-06
14321,3.295090275064196e-06
14322,3.2953802675577876e-06
14323,3.2956702720988617e-06
14324,3.295960288685842e-06
14325,3.2962503173171386e-06
14326,3.296540357991167e-06
14327,3.296830410706343e-06
14328,3.2971204754610773e-06
14329,3.2974105522537924e-06
14330,3.297700641082899e-06
14331,3.297990741946809e-06
14332,3.298280854843946e-06
14333,3.2985709797727167e-06
14334,3.298861116731534e-06
14335,3.2991512657188195e-06
14336,3.299441426732981e-06
14337,3.2997315997724397e-06
14338,3.30002178483561e-06
14339,3.3003119819208956e-06
14340,3.3006021910267216e-06
14341,3.300892412151497e-06
14342,3.3011826452936344e-06
14343,3.3014728904515535e-06
14344,3.301763147623666e-06
14345,3.3020534168083834e-06
14346,3.302343698004122e-06
14347,3.3026339912092905e-06
14348,3.3029242964223097e-06
14349,3.3032146136415906e-06
14350,3.303504942865546e-06
14351,3.303795284092589e-06
14352,3.3040856373211302e-06
14353,3.3043760025495898e-06
14354,3.304666379776377e-06
14355,3.3049567689999016e-06
14356,3.305247170218588e-06
14357,3.3055375834308353e-06
14358,3.305828008635065e-06
14359,3.3061184458296894e-06
14360,3.3064088950131163e-06
14361,3.3066993561837645e-06
14362,3.306989829340045e-06
14363,3.30728031448037e-06
14364,3.3075708116031514e-06
14365,3.3078613207067994e-06
14366,3.308151841789733e-06
14367,3.3084423748503602e-06
14368,3.308732919887094e-06
14369,3.309023476898347e-06
14370,3.3093140458825277e-06
14371,3.3096046268380553e-06
14372,3.3098952197633384e-06
14373,3.3101858246567846e-06
14374,3.310476441516814e-06
14375,3.3107670703418353e-06
14376,3.3110577111302592e-06
14377,3.3113483638804977e-06
14378,3.311639028590959e-06
14379,3.311929705260062e-06
14380,3.312220393886215e-06
14381,3.312511094467828e-06
14382,3.3128018070033146e-06
14383,3.3130925314910815e-06
14384,3.3133832679295465e-06
14385,3.313674016317118e-06
14386,3.3139647766522036e-06
14387,3.314255548933225e-06
14388,3.3145463331585786e-06
14389,3.3148371293266874e-06
14390,3.3151279374359567e-06
14391,3.315418757484795e-06
14392,3.3157095894716206e-06
14393,3.3160004333948396e-06
14394,3.316291289252863e-06
14395,3.3165821570441017e-06
14396,3.3168730367669625e-06
14397,3.317163928419862e-06
14398,3.3174548320012083e-06
14399,3.317745747509411e-06
14400,3.3180366749428816e-06
14401,3.3183276143000255e-06
14402,3.3186185655792606e-06
14403,3.318909528778992e-06
14404,3.3192005038976272e-06
14405,3.3194914909335874e-06
14406,3.3197824898852675e-06
14407,3.3200735007510876e-06
14408,3.3203645235294546e-06
14409,3.3206555582187735e-06
14410,3.320946604817462e-06
14411,3.3212376633239295e-06
14412,3.321528733736575e-06
14413,3.3218198160538188e-06
14414,3.3221109102740616e-06
14415,3.3224020163957214e-06
14416,3.322693134417204e-06
14417,3.3229842643369157e-06
14418,3.3232754061532697e-06
14419,3.3235665598646717e-06
14420,3.3238577254695285e-06
14421,3.324148902966256e-06
14422,3.324440092353256e-06
14423,3.324731293628948e-06
14424,3.325022506791729e-06
14425,3.3253137318400095e-06
14426,3.3256049687722037e-06
14427,3.325896217586716e-06
14428,3.326187478281953e-06
14429,3.3264787508563296e-06
14430,3.3267700353082496e-06
14431,3.327061331636123e-06
14432,3.3273526398383563e-06
14433,3.327643959913354e-06
14434,3.3279352918595328e-06
14435,3.3282266356752952e-06
14436,3.3285179913590506e-06
14437,3.3288093589092065e-06
14438,3.329100738324167e-06
14439,3.3293921296023467e-06
14440,3.3296835327421504e-06
14441,3.3299749477419807e-06
14442,3.330266374600257e-06
14443,3.3305578133153725e-06
14444,3.330849263885745e-06
14445,3.3311407263097776e-06
14446,3.3314322005858756e-06
14447,3.3317236867124516e-06
14448,3.33201518468791e-06
14449,3.3323066945106586e-06
14450,3.332598216179103e-06
14451,3.3328897496916463e-06
14452,3.3331812950467047e-06
14453,3.3334728522426797e-06
14454,3.333764421277978e-06
14455,3.3340560021510076e-06
14456,3.3343475948601696e-06
14457,3.3346391994038795e-06
14458,3.334930815780539e-06
14459,3.335222443988551e-06
14460,3.3355140840263338e-06
14461,3.3358057358922785e-06
14462,3.3360973995848023e-06
14463,3.3363890751023074e-06
14464,3.3366807624431956e-06
14465,3.336972461605882e-06
14466,3.337264172588768e-06
14467,3.3375558953902592e-06
14468,3.3378476300087615e-06
14469,3.338139376442677e-06
14470,3.3384311346904197e-06
14471,3.3387229047503907e-06
14472,3.3390146866209953e-06
14473,3.3393064803006393e-06
14474,3.339598285787725e-06
14475,3.339890103080665e-06
14476,3.34018193217786e-06
14477,3.340473773077713e-06
14478,3.3407656257786354e-06
14479,3.3410574902790294e-06
14480,3.341349366577299e-06
14481,3.34164125467185e-06
14482,3.341933154561084e-06
14483,3.3422250662434127e-06
14484,3.3425169897172373e-06
14485,3.3428089249809617e-06
14486,3.343100872032992e-06
14487,3.3433928308717295e-06
14488,3.3436848014955847e-06
14489,3.343976783902958e-06
14490,3.3442687780922516e-06
14491,3.34456078406188e-06
14492,3.344852801810237e-06
14493,3.3451448313357266e-06
14494,3.3454368726367597e-06
14495,3.3457289257117345e-06
14496,3.346020990559061e-06
14497,3.346313067177144e-06
14498,3.346605155564376e-06
14499,3.3468972557191708e-06
14500,3.347189367639931e-06
14501,3.3474814913250544e-06
14502,3.3477736267729533e-06
14503,3.3480657739820267e-06
14504,3.3483579329506796e-06
14505,3.3486501036773127e-06
14506,3.3489422861603286e-06
14507,3.3492344803981374e-06
14508,3.3495266863891366e-06
14509,3.349818904131731e-06
14510,3.350111133624325e-06
14511,3.350403374865315e-06
14512,3.350695627853114e-06
14513,3.35098789258612e-06
14514,3.351280169062732e-06
14515,3.3515724572813646e-06
14516,3.3518647572404057e-06
14517,3.352157068938268e-06
14518,3.3524493923733517e-06
14519,3.3527417275440556e-06
14520,3.353034074448788e-06
14521,3.3533264330859503e-06
14522,3.353618803453942e-06
14523,3.3539111855511673e-06
14524,3.3542035793760246e-06
14525,3.354495984926923e-06
14526,3.354788402202261e-06
14527,3.3550808312004367e-06
14528,3.3553732719198628e-06
14529,3.3556657243589273e-06
14530,3.355958188516043e-06
14531,3.356250664389608e-06
14532,3.356543151978021e-06
14533,3.356835651279689e-06
14534,3.3571281622930106e-06
14535,3.357420685016389e-06
14536,3.3577132194482243e-06
14537,3.3580057655869137e-06
14538,3.3582983234308675e-06
14539,3.3585908929784814e-06
14540,3.3588834742281586e-06
14541,3.3591760671782984e-06
14542,3.3594686718272998e-06
14543,3.3597612881735704e-06
14544,3.3600539162155067e-06
14545,3.360346555951508e-06
14546,3.360639207379984e-06
14547,3.360931870499321e-06
14548,3.3612245453079326e-06
14549,3.361517231804214e-06
14550,3.3618099299865618e-06
14551,3.362102639853386e-06
14552,3.3623953614030816e-06
14553,3.3626880946340484e-06
14554,3.362980839544689e-06
14555,3.3632735961333984e-06
14556,3.363566364398584e-06
14557,3.363859144338643e-06
14558,3.364151935951975e-06
14559,3.3644447392369805e-06
14560,3.364737554192055e-06
14561,3.365030380815606e-06
14562,3.36532321910603e-06
14563,3.3656160690617226e-06
14564,3.3659089306810944e-06
14565,3.366201803962535e-06
14566,3.3664946889044432e-06
14567,3.3667875855052254e-06
14568,3.3670804937632747e-06
14569,3.3673734136769963e-06
14570,3.367666345244791e-06
14571,3.367959288465047e-06
14572,3.3682522433361722e-06
14573,3.368545209856562e-06
14574,3.3688381880246197e-06
14575,3.3691311778387417e-06
14576,3.369424179297328e-06
14577,3.3697171923987753e-06
14578,3.370010217141485e-06
14579,3.370303253523849e-06
14580,3.370596301544276e-06
14581,3.370889361201156e-06
14582,3.371182432492895e-06
14583,3.3714755154178922e-06
14584,3.371768609974533e-06
14585,3.3720617161612292e-06
14586,3.3723548339763732e-06
14587,3.3726479634183616e-06
14588,3.3729411044855993e-06
14589,3.3732342571764795e-06
14590,3.3735274214894006e-06
14591,3.3738205974227625e-06
14592,3.3741137849749574e-06
14593,3.3744069841443905e-06
14594,3.3747001949294574e-06
14595,3.374993417328554e-06
14596,3.3752866513400783e-06
14597,3.375579896962426e-06
14598,3.3758731541939993e-06
14599,3.376166423033194e-06
14600,3.376459703478403e-06
14601,3.3767529955280355e-06
14602,3.3770462991804726e-06
14603,3.3773396144341228e-06
14604,3.37763294128738e-06
14605,3.3779262797386386e-06
14606,3.3782196297863016e-06
14607,3.378512991428763e-06
14608,3.378806364664419e-06
14609,3.3790997494916664e-06
14610,3.3793931459088988e-06
14611,3.37968655391452e-06
14612,3.379979973506923e-06
14613,3.3802734046845044e-06
14614,3.3805668474456604e-06
14615,3.380860301788784e-06
14616,3.3811537677122798e-06
14617,3.3814472452145387e-06
14618,3.3817407342939542e-06
14619,3.382034234948934e-06
14620,3.382327747177859e-06
14621,3.3826212709791352e-06
14622,3.382914806351157e-06
14623,3.3832083532923155e-06
14624,3.383501911801014e-06
14625,3.3837954818756437e-06
14626,3.384089063514603e-06
14627,3.384382656716285e-06
14628,3.384676261479082e-06
14629,3.3849698778013987e-06
14630,3.385263505681625e-06
14631,3.3855571451181527e-06
14632,3.38585079610939e-06
14633,3.3861444586537152e-06
14634,3.386438132749536e-06
14635,3.3867318183952435e-06
14636,3.3870255155892294e-06
14637,3.3873192243298965e-06
14638,3.3876129446156345e-06
14639,3.38790667644484e-06
14640,3.388200419815906e-06
14641,3.388494174727226e-06
14642,3.3887879411772e-06
14643,3.389081719164221e-06
14644,3.3893755086866818e-06
14645,3.389669309742977e-06
14646,3.3899631223314986e-06
14647,3.3902569464506476e-06
14648,3.3905507820988155e-06
14649,3.390844629274391e-06
14650,3.391138487975782e-06
14651,3.3914323582013686e-06
14652,3.3917262399495477e-06
14653,3.392020133218719e-06
14654,3.392314038007271e-06
14655,3.3926079543136014e-06
14656,3.392901882136108e-06
14657,3.393195821473171e-06
14658,3.393489772323197e-06
14659,3.393783734684574e-06
14660,3.3940777085556937e-06
14661,3.3943716939349547e-06
14662,3.3946656908207492e-06
14663,3.3949596992114695e-06
14664,3.3952537191055097e-06
14665,3.3955477505012586e-06
14666,3.395841793397117e-06
14667,3.396135847791474e-06
14668,3.3964299136827227e-06
14669,3.396723991069257e-06
14670,3.397018079949466e-06
14671,3.39731218032175e-06
14672,3.397606292184497e-06
14673,3.397900415536097e-06
14674,3.3981945503749542e-06
14675,3.3984886966994453e-06
14676,3.3987828545079752e-06
14677,3.399077023798932e-06
14678,3.3993712045707047e-06
14679,3.399665396821693e-06
14680,3.3999596005502856e-06
14681,3.400253815754875e-06
14682,3.400548042433853e-06
14683,3.4008422805856087e-06
14684,3.401136530208541e-06
14685,3.4014307913010378e-06
14686,3.4017250638614875e-06
14687,3.402019347888295e-06
14688,3.402313643379835e-06
14689,3.4026079503345116e-06
14690,3.402902268750712e-06
14691,3.403196598626825e-06
14692,3.4034909399612494e-06
14693,3.4037852927523727e-06
14694,3.404079656998586e-06
14695,3.404374032698281e-06
14696,3.4046684198498465e-06
14697,3.4049628184516803e-06
14698,3.405257228502169e-06
14699,3.405551649999705e-06
14700,3.405846082942679e-06
14701,3.4061405273294776e-06
14702,3.4064349831585007e-06
14703,3.4067294504281343e-06
14704,3.4070239291367666e-06
14705,3.4073184192827976e-06
14706,3.407612920864605e-06
14707,3.40790743388059e-06
14708,3.4082019583291387e-06
14709,3.40849649420864e-06
14710,3.408791041517489e-06
14711,3.4090856002540747e-06
14712,3.4093801704167866e-06
14713,3.4096747520040146e-06
14714,3.409969345014145e-06
14715,3.4102639494455764e-06
14716,3.410558565296695e-06
14717,3.4108531925658894e-06
14718,3.4111478312515516e-06
14719,3.411442481352067e-06
14720,3.411737142865832e-06
14721,3.4120318157912334e-06
14722,3.412326500126658e-06
14723,3.412621195870505e-06
14724,3.4129159030211544e-06
14725,3.4132106215769947e-06
14726,3.4135053515364226e-06
14727,3.413800092897821e-06
14728,3.4140948456595853e-06
14729,3.4143896098201064e-06
14730,3.4146843853777616e-06
14731,3.4149791723309516e-06
14732,3.4152739706780604e-06
14733,3.4155687804174752e-06
14734,3.415863601547591e-06
14735,3.4161584340667904e-06
14736,3.416453277973472e-06
14737,3.4167481332660148e-06
14738,3.4170429999428064e-06
14739,3.4173378780022436e-06
14740,3.417632767442711e-06
14741,3.4179276682625937e-06
14742,3.418222580460291e-06
14743,3.4185175040341773e-06
14744,3.4188124389826503e-06
14745,3.419107385304096e-06
14746,3.4194023429968994e-06
14747,3.419697312059454e-06
14748,3.4199922924901456e-06
14749,3.420287284287362e-06
14750,3.420582287449492e-06
14751,3.4208773019749183e-06
14752,3.421172327862037e-06
14753,3.421467365109232e-06
14754,3.4217624137148915e-06
14755,3.422057473677402e-06
14756,3.4223525449951488e-06
14757,3.4226476276665253e-06
14758,3.422942721689917e-06
14759,3.423237827063707e-06
14760,3.4235329437862923e-06
14761,3.423828071856047e-06
14762,3.4241232112713694e-06
14763,3.4244183620306424e-06
14764,3.4247135241322506e-06
14765,3.4250086975745856e-06
14766,3.4253038823560337e-06
14767,3.4255990784749798e-06
14768,3.4258942859298126e-06
14769,3.4261895047189137e-06
14770,3.4264847348406777e-06
14771,3.426779976293487e-06
14772,3.4270752290757303e-06
14773,3.4273704931857908e-06
14774,3.427665768622055e-06
14775,3.427961055382913e-06
14776,3.42825635346675e-06
14777,3.428551662871949e-06
14778,3.428846983596904e-06
14779,3.4291423156399903e-06
14780,3.429437658999603e-06
14781,3.4297330136741245e-06
14782,3.4300283796619384e-06
14783,3.430323756961436e-06
14784,3.4306191455710003e-06
14785,3.4309145454890186e-06
14786,3.4312099567138747e-06
14787,3.4315053792439516e-06
14788,3.431800813077642e-06
14789,3.4320962582133273e-06
14790,3.4323917146493894e-06
14791,3.4326871823842265e-06
14792,3.4329826614162063e-06
14793,3.433278151743728e-06
14794,3.433573653365171e-06
14795,3.4338691662789182e-06
14796,3.4341646904833616e-06
14797,3.434460225976882e-06
14798,3.4347557727578656e-06
14799,3.4350513308246965e-06
14800,3.435346900175756e-06
14801,3.4356424808094362e-06
14802,3.4359380727241188e-06
14803,3.4362336759181876e-06
14804,3.4365292903900284e-06
14805,3.4368249161380207e-06
14806,3.4371205531605576e-06
14807,3.437416201456018e-06
14808,3.437711861022785e-06
14809,3.4380075318592525e-06
14810,3.438303213963795e-06
14811,3.438598907334794e-06
14812,3.438894611970644e-06
14813,3.439190327869721e-06
14814,3.439486055030415e-06
14815,3.439781793451111e-06
14816,3.440077543130182e-06
14817,3.440373304066022e-06
14818,3.440669076257011e-06
14819,3.4409648597015316e-06
14820,3.441260654397971e-06
14821,3.441556460344712e-06
14822,3.4418522775401364e-06
14823,3.4421481059826293e-06
14824,3.442443945670569e-06
14825,3.4427397966023463e-06
14826,3.4430356587763407e-06
14827,3.4433315321909375e-06
14828,3.443627416844517e-06
14829,3.44392331273546e-06
14830,3.444219219862158e-06
14831,3.4445151382229876e-06
14832,3.4448110678163297e-06
14833,3.4451070086405783e-06
14834,3.445402960694101e-06
14835,3.445698923975291e-06
14836,3.445994898482529e-06
14837,3.4462908842141925e-06
14838,3.4465868811686717e-06
14839,3.4468828893443452e-06
14840,3.447178908739596e-06
14841,3.4474749393528064e-06
14842,3.4477709811823543e-06
14843,3.44806703422663e-06
14844,3.448363098484012e-06
14845,3.448659173952878e-06
14846,3.4489552606316217e-06
14847,3.4492513585186096e-06
14848,3.449547467612237e-06
14849,3.449843587910879e-06
14850,3.450139719412916e-06
14851,3.4504358621167354e-06
14852,3.4507320160207167e-06
14853,3.45102818112324e-06
14854,3.4513243574226885e-06
14855,3.4516205449174393e-06
14856,3.4519167436058803e-06
14857,3.4522129534863905e-06
14858,3.4525091745573502e-06
14859,3.4528054068171417e-06
14860,3.453101650264142e-06
14861,3.45339790489674e-06
14862,3.453694170713312e-06
14863,3.453990447712237e-06
14864,3.4542867358919045e-06
14865,3.454583035250683e-06
14866,3.4548793457869636e-06
14867,3.455175667499123e-06
14868,3.455472000385539e-06
14869,3.4557683444445987e-06
14870,3.4560646996746793e-06
14871,3.4563610660741616e-06
14872,3.456657443641426e-06
14873,3.4569538323748497e-06
14874,3.457250232272819e-06
14875,3.4575466433337118e-06
14876,3.4578430655559077e-06
14877,3.4581394989377873e-06
14878,3.458435943477727e-06
14879,3.4587323991741126e-06
14880,3.4590288660253235e-06
14881,3.459325344029733e-06
14882,3.459621833185733e-06
14883,3.4599183334916933e-06
14884,3.4602148449459914e-06
14885,3.460511367547016e-06
14886,3.46080790129314e-06
14887,3.4611044461827482e-06
14888,3.461401002214222e-06
14889,3.461697569385928e-06
14890,3.4619941476962586e-06
14891,3.462290737143588e-06
14892,3.4625873377262916e-06
14893,3.4628839494427564e-06
14894,3.463180572291355e-06
14895,3.4634772062704767e-06
14896,3.463773851378489e-06
14897,3.4640705076137714e-06
14898,3.4643671749747104e-06
14899,3.4646638534596807e-06
